tutinh,kholay,NgayLTC,khung_gio_tao_don,ly_do_tre_12h,sellername,vol_ltc,tuan,vung,ot,Tuần,AM
Khánh Hòa,Bưu Cục 229 Phước Long-Nam Nha Trang-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,GIÀY DA NAM QN98,2,23,NTB,2,W22,Thái Thị Thanh Thư
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-31,3.Tạo sau 19h,4.Khác,LUNASTORES SHOPss,1,23,NTB,0,W22,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Thế Giới Đ Bẫy - STORE,3,23,NTB,3,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,PHANTHIETFOOD 02,2,23,NTB,2,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,Cô Ba nail,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,DINH DƯỠNG CÂY TRỒNG,14,23,NTB,14,W22,Lê Thanh Nhựt
Khánh Hòa,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Cá cảnh HuGo,4,23,NTB,4,W22,Nguyễn Thanh Long
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Phukienphamkhoa,22,23,NTB,22,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-31,1.Tạo trước 9h,1.Gan_tre,Thiên Phước Aqua,70,23,NTB,0,W22,Lê Minh Đại
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,YODY Official,18,23,NTB,18,W22,Trầm Hữu Tiến
Khánh Hòa,Bưu Cục Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-31,1.Tạo trước 9h,4.Khác,Quầy thuốc Y Đức,1,23,NTB,0,W22,Nguyễn Hoàng Phi
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,3.Tạo sau 19h,4.Khác,Thư Ú Mall,2,23,NTB,0,W22,Hồng Bích Nga
Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,3.Không liên lạc được,DALAT CORDYCEPS OFFICIAL,3,23,NTB,0,W22,Lê Minh Đại
Khánh Hòa,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,XOÀI NHÀ VƯỜN 79,26,23,NTB,26,W22,Nguyễn Thanh Long
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-31,1.Tạo trước 9h,4.Khác,Mũ trôm nhị hà,2,23,NTB,0,W22,Nguyễn Duy Long
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-31,1.Tạo trước 9h,4.Khác,Kỹ Nghệ Bếp Mộc,1,23,NTB,0,W22,Nguyễn Lê Nguyên Vũ
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,Đình Phong store 2,14,23,NTB,14,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,LY ĐẶNG X7,5,23,NTB,5,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,DEROSEA Vietnam,41,23,NTB,41,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,phụ Liệu Tóc Mỹ Phẩm Diễm,2,23,NTB,2,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,3.Tạo sau 19h,4.Khác,Gấm phan,2,23,NTB,0,W22,Hồng Bích Nga
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,SảnPhẩmNôngnghiệp,2,23,NTB,2,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 46 Hùng Vương-Hàm Tân-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,xưởng binbin shop,2,23,NTB,2,W22,Cao Thị Thanh Thủy
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,An Vy Shop - 49 Lâm Đồng,9,23,NTB,9,W22,Huỳnh Tấn Hiền
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,Trại Nho Giống Hoàng Thi,7,23,NTB,0,W22,Nguyễn Duy Long
Ninh Thuận,Bưu Cục 95 Thống Nhất-Phan Rang-Ninh Thuận,2026-05-31,2.Tạo từ 9h-19h,1.Gan_tre,Tiệm Quê Nhà Vlog,2,23,NTB,0,W22,Nguyễn Duy Long
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,NGUYEN NGAN TAM,1,23,NTB,1,W22,Nguyễn Lê Nguyên Vũ
Lâm Đồng,Bưu Cục Đường Trần Lê-Cát Tiên-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,1.Gan_tre,Since1997 Pyjama Bigsize,1,23,NTB,0,W22,#N/A
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,3.Không liên lạc được,Shop M garden,2,23,NTB,0,W22,Lê Thanh Nhựt
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Gấm phan,3,23,NTB,3,W22,Hồng Bích Nga
Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,DALAT CORDYCEPS OFFICIAL,12,23,NTB,12,W22,Lê Minh Đại
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,A Lâm Moto – Đồ Chơi Xe,1,23,NTB,1,W22,Trần Thị Nhung
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,3.Không liên lạc được,Hàng Hoá Tổng Hợp giá rẻ,1,23,NTB,0,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,Pin Duy Lập,12,23,NTB,12,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Thiên Phước Aqua,93,23,NTB,93,W22,Lê Minh Đại
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,An Vy Shop - 49 Lâm Đồng,12,23,NTB,12,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Vườn Nhà BA,2,23,NTB,2,W22,Hồng Bích Nga
Ninh Thuận,Bưu Cục Phước Minh-Thuận Nam-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Mỹ Phẩm Long Châu,5,23,NTB,5,W22,#N/A
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-31,1.Tạo trước 9h,1.Gan_tre,YODY Official,8,23,NTB,0,W22,Lê Minh Đại
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Trại Nho Giống Hoàng Thi,2,23,NTB,2,W22,Nguyễn Duy Long
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,1.Tạo trước 9h,4.Khác,Kho Sỉ Giá Gốc,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 229 Phước Long-Nam Nha Trang-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,HUYNH THANH COSMETIC,3,23,NTB,3,W22,Thái Thị Thanh Thư
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-31,1.Tạo trước 9h,4.Khác,Tiệm Tole Ngân Tâm,1,23,NTB,0,W22,Trầm Hữu Tiến
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Cửa Hàng Bảo Ngọc,1,23,NTB,1,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-31,1.Tạo trước 9h,4.Khác,YODY Official,1,23,NTB,0,W22,Trầm Hữu Tiến
Đắk Nông,Bưu Cục Hùng Vương-Nghĩa Trung-Gia Nghĩa-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,CM Store Live,22,23,NTB,22,W22,Trần Công Hậu
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Golden Farm Vietnam,1,23,NTB,1,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,3.Tạo sau 19h,0.Ontime OPR,ShopVinhThuySang,4,23,NTB,4,W22,Huỳnh Tấn Hiền
Đắk Nông,Điểm Xử Lý Hàng Thôn 2-Xã Nhân Cơ-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Nông Nghiệp 4 Mùa,4,23,NTB,4,W22,Trần Văn Phước
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Thành trung RT shop,2,23,NTB,2,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Bạc Việt Hương,1,23,NTB,1,W22,Huỳnh Tấn Hiền
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,Mẹ Và Bé Tuyết Trang,1,23,NTB,0,W22,Trần Thị Nhung
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,VTNN THANH LONG,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,Cửa hàng Sen vườn 1,3,23,NTB,0,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,BeautyMT,8,23,NTB,8,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,3.Không liên lạc được,Tiệm nhà của Moon,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,Mồi Cóc Trương Lê Nha Trang,1,23,NTB,0,W22,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Đặc sản Đà Lạt Thanh Nhã,1,23,NTB,1,W22,Lê Minh Đại
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Thuận Phát - Thuốc Cây Trồng,14,23,NTB,14,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu cục 47 Trần Hưng Đạo-Hàm Thuận Nam-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Happy kids shop.,6,23,NTB,6,W22,Cao Thị Thanh Thủy
Khánh Hòa,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,LuluBoutique1,1,23,NTB,1,W22,Nguyễn Hoàng Phi
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-31,3.Tạo sau 19h,4.Khác,YODY Official,4,23,NTB,0,W22,Trầm Hữu Tiến
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-31,1.Tạo trước 9h,4.Khác,Trại Nho Giống Hoàng Thi,6,23,NTB,0,W22,Nguyễn Duy Long
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Nhà Phân Phối Ngọc Phúc,3,23,NTB,3,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục 190/11 Phù Đổng Thiên Vương-Phường 8-Đà Lạt-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Ari Koi Store,11,23,NTB,11,W22,Lê Văn Trường
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Trần Hữu Tạo,1,23,NTB,1,W22,Lê Thanh Nhựt
Khánh Hòa,Bưu Cục 42 Nguyễn Du-Cam Lâm-Khánh Hoà,2026-05-31,3.Tạo sau 19h,4.Khác,Ăn vặt HoàBình,1,23,NTB,0,W22,Nguyễn Thanh Long
Lâm Đồng,Bưu cục Đinh Văn-Lâm Hà-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,3.Không liên lạc được,Ku Bon Garden,3,23,NTB,0,W22,Huỳnh Thị Kim Chi
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Cửa hàng Sen vườn 1,5,23,NTB,5,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Shop phụ kiện loa rừng,9,23,NTB,9,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Như Thủy shop Bình Thuận,1,23,NTB,1,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-31,1.Tạo trước 9h,4.Khác,Khoai Lang Đà Lạt,1,23,NTB,0,W22,Trầm Hữu Tiến
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Phương-rong nho tách nước,1,23,NTB,1,W22,Phạm Bá Thành Công
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,BachLê PT,1,23,NTB,0,W22,Lê Thanh Nhựt
Bình Thuận,Bưu Cục 430 Tôn Đức Thắng-Tân Phước-Thị xã La Gi-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,My nguyễn naibox,2,23,NTB,2,W22,Cao Thị Thanh Thủy
Khánh Hòa,Bưu Cục 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,petrang0705,7,23,NTB,7,W22,Phạm Bá Thành Công
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Pessi Food,1,23,NTB,1,W22,Nguyễn Duy Long
Lâm Đồng,Bưu Cục 190/11 Phù Đổng Thiên Vương-Phường 8-Đà Lạt-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Dương Dương ở Đà Lạt,1,23,NTB,1,W22,Lê Văn Trường
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,TiBi Xây Dựng 2,4,23,NTB,0,W22,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 229 Phước Long-Nam Nha Trang-Khánh Hòa,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Taki Deli Việt Nam,64,23,NTB,64,W22,Thái Thị Thanh Thư
Bình Thuận,Bưu Cục 430 Tôn Đức Thắng-Tân Phước-Thị xã La Gi-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,shop Cà phê phố,43,23,NTB,43,W22,Cao Thị Thanh Thủy
Bình Thuận,Bưu Cục 585 Nguyễn Tất Thành-Xã Lương Sơn-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Cherry shop 94,1,23,NTB,1,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục Đường Tỉnh Lộ 10-Xã Diên Thọ-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Quầy thuốc Y Đức,1,23,NTB,1,W22,Nguyễn Hoàng Phi
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,ĐỒ ĐI RỪNG 49,12,23,NTB,12,W22,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Nội Y Dáng Son,1,23,NTB,1,W22,Hồng Bích Nga
Khánh Hòa,Bưu Cục 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Nguyễn nhân6868,1,23,NTB,1,W22,Phạm Bá Thành Công
Bình Thuận,Bưu Cục 585 Nguyễn Tất Thành-Xã Lương Sơn-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Oanh Thái đồ mặc nhà,1,23,NTB,1,W22,Nguyễn Ngọc Khánh
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Mẹ Và Bé Tuyết Trang,1,23,NTB,1,W22,Trần Thị Nhung
Ninh Thuận,Bưu Cục Phước Minh-Thuận Nam-Khánh Hòa,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Mỹ Phẩm Long Châu,7,23,NTB,7,W22,#N/A
Khánh Hòa,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-31,1.Tạo trước 9h,4.Khác,LuluBoutique1,1,23,NTB,0,W22,Nguyễn Hoàng Phi
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,3.Không liên lạc được,ĐP Yên Nhiên,2,23,NTB,0,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,phụ tùng Lê Trung.,3,23,NTB,3,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Ngọc thảo đồ bộ trung niên,8,23,NTB,8,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-31,3.Tạo sau 19h,4.Khác,Nội Y Dáng Son,2,23,NTB,0,W22,Hồng Bích Nga
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,1.Gan_tre,Thành trung RT shop,1,23,NTB,0,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Quầy Thuốc Huyền My 1,17,23,NTB,17,W22,Thái Thị Thanh Thư
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,ShopVinhThuySang,2,23,NTB,2,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Hải Sản Đầm Sen,1,23,NTB,1,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-31,3.Tạo sau 19h,4.Khác,YODY Official,4,23,NTB,0,W22,Thái Thị Thanh Thư
Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,YODY Official,5,23,NTB,5,W22,Thái Thị Thanh Thư
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,KÊNH CỦA CHANG,1,23,NTB,1,W22,Nguyễn Ngọc Khánh
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-31,1.Tạo trước 9h,0.Ontime OPR,Nhang Hiệp Hưng,73,23,NTB,73,W22,Nguyễn Duy Long
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,PHANTHIETFOOD 02,2,23,NTB,2,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,KEM JP THAO,2,23,NTB,2,W22,Hồng Bích Nga
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,shop mạnh 86,1,23,NTB,1,W22,Huỳnh Tấn Hiền
Ninh Thuận,Bưu Cục 95 Thống Nhất-Phan Rang-Ninh Thuận,2026-05-31,1.Tạo trước 9h,3.Không liên lạc được,K SPORT,1,23,NTB,0,W22,Nguyễn Duy Long
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,shop B&B....,90,23,NTB,90,W22,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,1.Tạo trước 9h,4.Khác,DEROSEA Vietnam,154,23,NTB,0,W22,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Mồi Cóc Trương Lê,35,23,NTB,35,W22,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,EcoBiVN Sản Phẩm Hỗ Trợ Cá Cảnh,28,23,NTB,28,W22,Thái Thị Thanh Thư
Đắk Nông,Bưu Cục 01 Nguyễn Tất Thành-Đắk R lấp-Đắk Nông,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Helen Liễu kđ,1,23,NTB,1,W22,Trần Văn Phước
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Phụ Tùng VinFast Auth,3,23,NTB,3,W22,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Hà Vi Trươngg,1,23,NTB,1,W22,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-31,1.Tạo trước 9h,4.Khác,EcoBiVN Sản Phẩm Hỗ Trợ Cá Cảnh,20,23,NTB,0,W22,Thái Thị Thanh Thư
Khánh Hòa,Bưu Cục Phước Đồng-Nha Trang-Khánh Hoà,2026-05-31,1.Tạo trước 9h,4.Khác,Làng Nghề Lưới Cước,1,23,NTB,0,W22,Thái Thị Thanh Thư
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-05-31,2.Tạo từ 9h-19h,2.Khách hẹn lại,ĐẶC SẢN XỨ ĐÀ LẠT,1,23,NTB,0,W22,#N/A
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-31,2.Tạo từ 9h-19h,0.Ontime OPR,Pin Duy Lập,2,23,NTB,2,W22,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Thôn Phúc Hưng-Xã Tân Hà Lâm Hà-Lâm Đồng,2026-05-31,3.Tạo sau 19h,1.Gan_tre,Vườn Ươm Hiệp Hoa,7,23,NTB,0,W22,Huỳnh Thị Kim Chi
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-31,3.Tạo sau 19h,4.Khác,Đồ ngâm Huế,4,23,NTB,0,W22,Nguyễn Duy Long
Đắk Nông,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,2026-05-31,3.Tạo sau 19h,4.Khác,1990 CAFE,3,23,NTB,0,W22,Trần Thị Nhung
